店铺名称,省份,城市,地区,地址,经度,纬度,所属品类,是否为品牌店,配送,电话,营业时间,近期销量,活动,起送价,配送费,是否为新店,商家评分,总体评分,味道评分,包装评分,配送评分,配送时间,商品评分,服务态度,评价总数,好评数,差评数,有图
来伊份(北京路店7128店),安徽省,铜陵市,铜官区,安徽省铜陵市官塘新村152栋A段1号网点,117.82497729801,30.939733797886,休闲零食|,否,蜂鸟专送,0562-2628559,"[""09:30/21:30""]",18,no,20,配送费3.5,否,5,5,5,5,5,23,5,5,4,4,0,0
王仁和米线（安工店）,安徽省,铜陵市,铜官区,铜陵市长江西路五松西村12栋一层网点,117.80322,30.934906,盖浇饭|米粉面馆|,否,蜂鸟专送,0562-2885487,"[""07:30/20:30""]",43,"1 ： 单品定价;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;",15,远距离配送费5,否,4.2857142857143,4.2857142857143,3.2857142857143,3.3571428571429,3.5714285714286,25,3.3571428571429,3.2857142857143,16,12,1,0
谷色谷香,安徽省,铜陵市,铜官区,铜官区北京路正明路网点14号,117.817119,30.94064,简餐|地方小吃|,否,蜂鸟专送,18056213101,"[""09:30/21:00""]",,"1 ： 满20减2，满30减3;",10,配送费4,是,0,0,0,0,0,0,0,0,0,0,0,0
"艾比客 汉堡·奶茶 （狮子山店）",安徽省,铜陵市,铜官区,铜陵市狮子山区铜霞新村23栋5-6号网点,117.890777,30.925804,汉堡|奶茶果汁|,否,no,18156207058,"[""09:00/22:00""]",123,"1 ： 满100减1;2 ： 新用户下单立减10元;",25,配送费1,否,4.5535714285714,4.5535714285714,4.2857142857143,4.3035714285714,4.125,38,4.3035714285714,4.2857142857143,61,53,2,3
豪大大鸡排（狮子山店）,安徽省,铜陵市,铜官区,铜官区狮子山路7号网点,117.891234,30.925817,炸鸡炸串|,否,no,13355628898,"[""00:00/24:00""]",67,"1 ： 满100减1;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品减免;5 ： 超值换购;6 ： 单品减免;7 ： 单品折扣;8 ： 满30元赠送泡泡绿茶1份;",50,配送费1,否,4.7142857142857,4.7142857142857,4.5357142857143,4.6428571428571,4.6071428571429,28,4.6428571428571,4.5357142857143,30,28,1,1
麦迪堡,安徽省,铜陵市,铜官区,铜陵市百源街5号,117.817304,30.926645,汉堡|奶茶果汁|,否,no,13856282776,"[""09:00/23:00""]",795,"1 ： 满10减5，满25减8，满50减20;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品定价;6 ： 单品折扣;7 ： 单品定价;8 ： 单品折扣;9 ： 活动;10 ： 单品定价;11 ： 单品折扣;12 ： 单品定价;13 ： 单品折扣;14 ： 单品折扣;15 ： 单品折扣;16 ： 活动;17 ： 单品定价;18 ： 活动;19 ： 单品折扣;20 ： 单品折扣;21 ： 单品折扣;22 ： 单品定价;23 ： 单品定价;24 ： 单品折扣;25 ： 单品折扣;26 ： 单品定价;27 ： 单品折扣;28 ： 活动;29 ： 单品定价;30 ： 单品定价;31 ： 单品折扣;32 ： 单品定价;33 ： 单品定价;",15,免配送费,否,4.6342105263158,4.6342105263158,3.9078947368421,3.9,3.7526315789474,39,3.9,3.9078947368421,415,381,14,19
正新鸡排(凯旋宫店),安徽省,铜陵市,铜官区,铜陵市开发区万泰水晶城农贸市场17号商铺,117.818801,30.93027,炸鸡炸串|地方小吃|,否,蜂鸟专送,13865620669,"[""09:55/22:50""]",214,"1 ： 满20减2，满30减3;2 ： 新用户下单立减10元;",15,配送费2.5,否,4.72,4.72,3.935,3.935,3.93,29,3.935,3.935,212,202,5,15
小妹子土菜馆,安徽省,铜陵市,铜官区,安徽省铜陵市长淮新村34栋2号,117.812248,30.932912,川湘菜|简餐|,否,蜂鸟专送,2875232,"[""09:30/02:30""]",2096,"1 ： 满35减10，满55减12，满79减15，满125减20;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;",15,免配送费,否,4.6168224299065,4.6168224299065,3.8676012461059,3.8847352024922,3.9922118380062,35,3.8847352024922,3.8676012461059,704,646,29,41
华莱士(财富广场店),安徽省,铜陵市,铜官区,铜陵市义安大道北段1328号网点,117.818725,30.927568,汉堡|奶茶果汁|,否,蜂鸟专送,18656587030,"[""07:55/02:00""]",640,"1 ： 满20减18;2 ： 新用户下单立减10元;",15,配送费4,否,4.688679245283,4.688679245283,3.4764150943396,3.5047169811321,3.4669811320755,31,3.5047169811321,3.4764150943396,254,239,4,9
鲟龙嚼,安徽省,铜陵市,铜官区,铜官区商北新村8栋53号,117.823301,30.92639,简餐|地方小吃|,否,蜂鸟专送,17602145874,"[""10:00/22:00""]",1156,"1 ： 满20减10，满45减20;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品定价;6 ： 超值换购;7 ： 超值换购;8 ： 超值换购;9 ： 单品定价;10 ： 单品定价;",15,免配送费,否,4.3347457627119,4.3347457627119,4.0254237288136,4.25,4.4025423728814,31,4.25,4.0254237288136,241,202,21,36
朴小姐美食外卖（官塘一路店）,安徽省,铜陵市,铜官区,铜陵市官塘一路87号,117.82326,30.933569,简餐|,是,蜂鸟专送,18105621217,"[""09:30/21:00""]",869,"1 ： 满15减10，满35减15，满50减20;2 ： 单品定价;3 ： 单品定价;4 ： 单品定价;5 ： 单品定价;6 ： 单品折扣;7 ： 单品定价;8 ： 特价套餐;9 ： 单品定价;10 ： 单品定价;11 ： 特价便当;12 ： 特价便当;13 ： 单品定价;14 ： 特价便当;15 ： 单品定价;16 ： 单品定价;17 ： 单品定价;18 ： 特价新品便当;19 ： 单品定价;20 ： 单品定价;21 ： 单品定价;22 ： 单品定价;23 ： 单品定价;24 ： 单品定价;",10,配送费1,否,4.4543889845095,4.4543889845095,3.7952622673435,4.010152284264,4.1462994836489,28,4.010152284264,3.7952622673435,653,564,29,43
天霸动霸脆皮鸡饭烤肉拌饭,安徽省,铜陵市,铜官区,铜陵市官塘二路255号,117.822495,30.931845,简餐|地方小吃|,否,蜂鸟专送,13805667832,"[""10:00/22:00""]",528,"1 ： 满20减16，满30减20，满50减25;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品折扣;14 ： 单品折扣;15 ： 单品折扣;16 ： 单品折扣;17 ： 单品折扣;18 ： 单品折扣;19 ： 单品折扣;20 ： 单品折扣;21 ： 单品折扣;22 ： 单品折扣;23 ： 单品折扣;24 ： 单品折扣;25 ： 单品折扣;26 ： 单品折扣;27 ： 单品折扣;28 ： 单品折扣;29 ： 单品折扣;30 ： 单品折扣;31 ： 单品折扣;32 ： 单品折扣;33 ： 单品折扣;34 ： 单品折扣;35 ： 单品折扣;36 ： 单品折扣;37 ： 单品折扣;38 ： 单品折扣;39 ： 单品折扣;",10,配送费2.5,否,4.7142857142857,4.7142857142857,4.325,4.3464285714286,4.3964285714286,31,4.3464285714286,4.325,296,276,6,18
杨国福麻辣烫(财富广场店),安徽省,铜陵市,铜官区,铜官区义安大道北段1330号网点,117.818612,30.927645,麻辣烫|简餐|,否,蜂鸟专送,18956278663,"[""10:00/22:00""]",539,"1 ： 满22减5，满32减7，满55减10;2 ： 新用户下单立减10元;",15,配送费2.5,否,4.5903614457831,4.5903614457831,2.828313253012,2.9066265060241,2.6686746987952,32,2.9066265060241,2.828313253012,352,316,16,44
梦雨粥铺(网红店),安徽省,铜陵市,铜官区,铜陵市人民东村71栋网点6号,117.821636,30.932465,简餐|地方小吃|,否,蜂鸟专送,15656236362,"[""07:00/23:55""]",1341,"1 ： 满20减10;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品定价;7 ： 单品定价;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品定价;12 ： 单品定价;13 ： 单品定价;14 ： 单品定价;",10,配送费4,否,4.7605459057072,4.7605459057072,3.6240694789082,3.6836228287841,3.5918114143921,31,3.6836228287841,3.6240694789082,895,867,20,142
金牌猪脚(中和园店),安徽省,铜陵市,铜官区,铜陵市官塘路560号,117.823661,30.927015,地方小吃|零食|,否,蜂鸟专送,18956250245,"[""10:00/19:30""]",107,no,15,配送费4,否,4.890243902439,4.890243902439,3.609756097561,3.6341463414634,3.8414634146341,30,3.6341463414634,3.609756097561,85,84,1,5
知味面馆(人民三路店),安徽省,铜陵市,铜官区,铜陵市人民三路393-1号,117.81494,30.93219,简餐|地方小吃|,否,蜂鸟专送,15956200513,"[""07:00/19:30""]",126,"1 ： 满25减2，满50减5;2 ： 新用户下单立减10元;",10,免配送费,否,4.7674418604651,4.7674418604651,4.5909090909091,4.6136363636364,4.7674418604651,31,4.6136363636364,4.5909090909091,96,95,0,3
煲煲香煲仔饭(铜陵店),安徽省,铜陵市,铜官区,铜陵市官塘一路409号网点,117.825074,30.931152,简餐|煲仔饭|,否,蜂鸟专送,15256630495,"[""09:45/22:30""]",442,"1 ： 满30减1，满40减2，满50减3;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;",10,配送费2,否,4.4462151394422,4.4462151394422,3.3824701195219,3.4581673306773,3.4900398406375,34,3.4581673306773,3.3824701195219,269,232,15,16
吴记碳烧肉米粉（幸福村店）,安徽省,铜陵市,铜官区,铜陵市铜官山区幸福村干扰台网点4号,117.819297,30.934377,米粉面馆|地方小吃|,否,蜂鸟专送,13731870626,"[""07:00/21:00""]",268,"1 ： 满20减1;2 ： 新用户下单立减10元;",10,配送费4,否,4.7802197802198,4.7802197802198,2.8571428571429,2.8681318681319,2.6593406593407,30,2.8681318681319,2.8571428571429,201,195,4,3
吃不够米线(凯旋宫店),安徽省,铜陵市,铜官区,铜官区人民东村37栋18号网点,117.818224,30.929636,米粉面馆|地方小吃|,否,蜂鸟专送,18256266010,"[""09:00/21:00""]",63,"1 ： 新用户下单立减10元;",15,配送费4,否,4.6774193548387,4.6774193548387,2.7121212121212,2.7727272727273,2.5322580645161,31,2.7727272727273,2.7121212121212,65,59,3,3
一家粥铺,安徽省,铜陵市,铜官区,铜官商南新村31栋旁4号,117.821925,30.926061,地方小吃|简餐|,否,蜂鸟专送,13605620937,"[""07:00/19:30""]",889,"1 ： 满20减10;2 ： 单品定价;3 ： 单品定价;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品定价;10 ： 单品定价;11 ： 单品定价;12 ： 单品定价;13 ： 单品定价;14 ： 单品定价;15 ： 单品定价;16 ： 单品定价;17 ： 单品定价;",15,免配送费,否,4.7533632286996,4.7533632286996,3.5403587443946,3.5941704035874,3.4596412556054,31,3.5941704035874,3.5403587443946,480,458,10,58
施施快餐,安徽省,铜陵市,铜官区,铜官山区商北新村8栋网点38号,117.822681,30.928724,地方小吃|简餐|,否,蜂鸟专送,18956240651,"[""11:00/14:00"",""17:00/02:45""]",260,"1 ： 单品定价;",10,配送费2.5,否,4.6233766233766,4.6233766233766,3.9480519480519,3.9480519480519,4.0909090909091,33,3.9480519480519,3.9480519480519,92,83,3,2
张记肠粉煲仔饭,安徽省,铜陵市,铜官区,铜官区北京东路599号,117.831797,30.927888,盖浇饭|地方小吃|,否,蜂鸟专送,19907422969,"[""00:00/01:55"",""07:00/23:55""]",88,"1 ： 满20减1，满30减2;2 ： 新用户下单立减10元;",12,配送费2,否,4.5,4.5,3.5,3.5666666666667,3.6666666666667,31,3.5666666666667,3.5,30,25,1,9
于玲烫菜(官塘路店),安徽省,铜陵市,铜官区,铜陵市官塘路20号网点,117.825073,30.929099,麻辣烫|简餐|,否,蜂鸟专送,13013159510,"[""07:00/20:00""]",693,no,10,配送费4,否,4.6772823779193,4.6772823779193,3.3630573248408,3.411889596603,3.3099787685775,30,3.411889596603,3.3630573248408,489,456,12,27
江先生麻辣砂锅(官塘路店),安徽省,铜陵市,铜官区,铜陵市官塘一路122号网点,117.823963,30.932512,麻辣烫|香锅砂锅|,否,蜂鸟专送,15256339979,"[""10:30/23:55""]",91,"1 ： 满20减2，满25减3，满30减4;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;",10,配送费4,否,4.7833333333333,4.7833333333333,3.5,3.55,3.2833333333333,35,3.55,3.5,60,56,2,2
炒饭联盟（官塘店）,安徽省,铜陵市,铜官区,铜官区官塘二路411号,117.824088,30.930344,盖浇饭|地方小吃|,否,蜂鸟专送,15105624060,"[""10:30/23:00""]",91,"1 ： 满25减6;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品折扣;",15,配送费4,否,4.6451612903226,4.6451612903226,4.0322580645161,4.1290322580645,4.4516129032258,31,4.1290322580645,4.0322580645161,31,28,0,3
李先生的爪,安徽省,铜陵市,铜官区,铜陵市义安北路1338号,117.818668,30.9277,炸鸡炸串|地方小吃|,否,蜂鸟专送,18756296599,"[""10:25/21:45""]",344,"1 ： 满22减5，满43减8;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品折扣;14 ： 单品折扣;15 ： 单品折扣;16 ： 单品折扣;17 ： 单品折扣;18 ： 满10元赠送送餐品上楼1份;",15,配送费2,否,4.8093220338983,4.8093220338983,3.5509433962264,3.5660377358491,3.4067796610169,32,3.5660377358491,3.5509433962264,242,235,4,6
水乡小粥(铜陵398店),安徽省,铜陵市,铜官区,铜官区义安大道1287号财富广场-206号,117.816839,30.92807,包子粥店|地方小吃|,否,蜂鸟专送,0562-5855025,"[""07:00/23:00""]",469,"1 ： 满20减11，满30减15，满45减20;2 ： 超值换购;3 ： 单品定价;4 ： 单品定价;5 ： 单品定价;",10,配送费4,否,4.7692307692308,4.7692307692308,3.8615384615385,3.8692307692308,3.8769230769231,30,3.8692307692308,3.8615384615385,139,133,1,29
海上游子老鸭汤(中和园店),安徽省,铜陵市,铜官区,铜陵市市官塘路20号,117.822605,30.925556,米粉面馆|鸭脖卤味|,否,蜂鸟专送,17356268776,"[""10:00/14:00"",""16:30/21:30""]",43,"1 ： 新用户下单立减10元;",12,配送费4,否,5,5,3.125,3.125,2.75,33,3.125,3.125,8,8,0,0
好粥道（螺丝山店）,安徽省,铜陵市,铜官区,铜陵市建设新村16栋5号、6号网点,117.823242,30.924482,包子粥店|简餐|,否,蜂鸟专送,2802866,"[""07:00/21:00""]",238,"1 ： 满22减2;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;",10,免配送费,否,4.5205479452055,4.5205479452055,3.4429223744292,3.5479452054795,3.6255707762557,29,3.5479452054795,3.4429223744292,242,210,14,23
胖姐烫菜(中和园店),安徽省,铜陵市,铜官区,铜官区商北新村5栋77号网点,117.823143,30.926141,麻辣烫|地方小吃|,否,蜂鸟专送,18756286657,"[""07:00/02:00""]",143,"1 ： 满30减3，满40减4，满50减5;2 ： 单品定价;3 ： 新用户下单立减10元;",15,配送费4,否,4.6603773584906,4.6603773584906,3.7547169811321,3.7924528301887,3.7924528301887,30,3.7924528301887,3.7547169811321,53,48,3,6
来份炒面(官塘旗舰店),安徽省,铜陵市,铜官区,铜陵市官塘一路451号,117.825291,30.93078,地方小吃|简餐|,否,蜂鸟专送,13615629589,"[""11:00/24:00""]",341,"1 ： 满20减12，满45减18;2 ： 单品定价;3 ： 单品定价;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品定价;10 ： 单品定价;11 ： 单品定价;12 ： 单品定价;13 ： 单品定价;14 ： 单品定价;15 ： 单品定价;16 ： 单品定价;17 ： 单品定价;18 ： 单品定价;19 ： 单品定价;20 ： 单品定价;21 ： 单品定价;22 ： 单品定价;23 ： 单品定价;24 ： 单品定价;25 ： 单品定价;26 ： 满40元赠送奥尔良风味小吃1份;",12,配送费3,否,4.696261682243,4.696261682243,3.3855140186916,3.4696261682243,3.3294392523364,32,3.4696261682243,3.3855140186916,462,428,17,37
老汤面疙瘩（官塘路店）,安徽省,铜陵市,铜官区,铜陵市铜官山区官塘新村70号,117.823451,30.932996,简餐|,否,蜂鸟专送,13856219657,"[""09:00/23:00""]",95,"1 ： 新用户下单立减10元;",15,配送费4,否,4.54,4.54,3.22,3.24,3.16,31,3.24,3.22,54,49,3,3
豪客鸡排,安徽省,铜陵市,铜官区,安徽省铜陵市官塘一路447号,117.824821,30.931674,炸鸡炸串|奶茶果汁|,否,no,18005627095,"[""09:30/23:55""]",80,"1 ： 满25减2，满35减3，满45减4;2 ： 单品折扣;3 ： 单品折扣;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品折扣;14 ： 单品折扣;15 ： 单品折扣;16 ： 单品折扣;17 ： 单品折扣;18 ： 单品折扣;19 ： 单品折扣;20 ： 单品折扣;",25,免配送费,否,4.725,4.725,3.975,4.125,4.175,34,4.125,3.975,44,42,1,2
恒吉料理（财富广场店）,安徽省,铜陵市,铜官区,铜陵市义安北路1244号,117.818626,30.928738,简餐|日韩料理|,否,no,13866508595,"[""09:00/20:30""]",64,"1 ： 新用户下单立减10元;",15,配送费2,否,4.7647058823529,4.7647058823529,4.5588235294118,4.5,4.3823529411765,36,4.5,4.5588235294118,34,31,0,7
小锅小灶,安徽省,铜陵市,铜官区,铜陵市石城旅社旁（五松村第十居民组11号）,117.82397,30.93274,川湘菜|简餐|,否,蜂鸟专送,18756207706,"[""09:00/22:00""]",52,"1 ： 满20减5，满30减8;2 ： 新用户下单立减10元;",15,配送费3.5,否,4.6190476190476,4.6190476190476,3.6190476190476,3.6666666666667,3.5714285714286,29,3.6666666666667,3.6190476190476,22,20,1,0
重庆小面（幸福村店）,安徽省,铜陵市,铜官区,铜陵市幸福村商业网点20号,117.81965,30.934112,米粉面馆|地方小吃|,否,蜂鸟专送,15256618967,"[""09:00/21:00""]",45,"1 ： 满50减1;2 ： 新用户下单立减10元;",15,配送费4,否,4.1111111111111,4.1111111111111,4.1111111111111,3.8888888888889,4.2222222222222,33,3.8888888888889,4.1111111111111,9,6,1,0
豪大大鸡排,安徽省,铜陵市,铜官区,铜陵市石城新村47栋102室,117.820928,30.933124,炸鸡炸串|,否,蜂鸟专送,15605628533,"[""10:00/02:00""]",182,"1 ： 满15减4，满22减6，满37减10，满58减14;2 ： 满20元赠送饮料1份;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品折扣;14 ： 单品折扣;",10,配送费3,否,4.728813559322,4.728813559322,3.2796610169492,3.3305084745763,3.3389830508475,30,3.3305084745763,3.2796610169492,118,110,0,4
北京路老字号面馆,安徽省,铜陵市,铜官区,安徽省铜陵市北京路西侧科技楼网点7号,117.825652,30.932026,米粉面馆|,否,蜂鸟专送,13215621875,"[""07:00/02:30""]",55,no,15,配送费4,否,4.2631578947368,4.2631578947368,4.1578947368421,4.3157894736842,4.3157894736842,33,4.3157894736842,4.1578947368421,19,14,2,0
膳来粥道馆,安徽省,铜陵市,铜官区,铜官区商南新村31栋前3号网点,117.821958,30.925968,包子粥店|地方小吃|,否,蜂鸟专送,15156207879,"[""07:00/22:30""]",23,"1 ： 满20减10;2 ： 单品定价;3 ： 单品定价;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品定价;10 ： 单品定价;11 ： 单品定价;12 ： 单品定价;13 ： 单品定价;14 ： 单品定价;15 ： 单品定价;16 ： 单品定价;17 ： 单品定价;18 ： 单品定价;19 ： 单品定价;20 ： 单品定价;21 ： 满100元赠送小笼包1份;",10,免配送费,是,0,0,0,0,0,22,0,0,0,0,0,0
何记黄焖鸡米饭&铁板饭（官塘路店）,安徽省,铜陵市,铜官区,安徽省铜陵市官塘一路134号,117.823268,30.933195,黄焖鸡米饭|,否,蜂鸟专送,18705624569,"[""10:00/21:30""]",31,"1 ： 新用户下单立减10元;",15,配送费4,否,4.5555555555556,4.5555555555556,4.1111111111111,3.8888888888889,4.1111111111111,24,3.8888888888889,4.1111111111111,9,8,1,0
